,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20
Croatia,0.00847816563543223,0.0017422779093677954,0.0021225417346971485,0.00016110019011879987,0.002424625583855856,0.0005066880396122085,0.00013752736882014142,0.0007976812785720933,0.004024360132445271,0.009233437713443197,4.772797431059252e-08,0.0018714225569443402,0.00025187600002530045,0.005534842065550775,0.011609656811387311,0.0030426275636834797,0.014898917683183134,0.0012855292950703814,0.00014560429171875023,0.05721170742053099
Italy,0.033428813134891454,0.06837877706248756,0.496514436580163,7.560105276734161e-06,0.0006570932125201367,0.12810628937832746,0.12879979862715277,0.025319902158868722,0.00012637073806801168,0.0005877909276357598,0.010414498468813753,0.00534735983648449,0.005628546562998385,0.0012821819481867252,1.8959242919966082e-07,7.420215786941102e-06,0.010467817905836087,0.0009177817901496634,0.013974714596597033,0.0019222101105094795
Cyprus,0.008285065751843372,0.0002049456416697145,9.689770599999543e-05,3.320490310319876e-05,0.011738608073652158,0.0030955570840362798,0.0005364141861069878,0.019655722508679044,0.03948184995820599,0.00045133749141379015,0.00013443487822489416,0.032299028570306636,0.0020304579956368783,0.0004398735542698482,0.0028356081054763354,0.022424921375282677,9.282024248093732e-08,0.04572242004865539,0.00338033993419361,0.06350042181441948
Latvia,0.00841761349333784,0.00284793722438936,0.0014399474362087306,0.0014142034181023918,5.544174118310984e-06,0.00012487629121415473,0.0029110753950395713,0.006111288969990955,0.004258451117749338,0.00012545860324043526,0.028105615322329015,0.05130192186972702,0.0029866511194284557,0.016031659859080626,0.017999335637178124,0.018915864807812956,0.02615947413282723,0.0027916132842679,0.04089686464724804,0.08274142711999946
Lithuania,0.009527906813155818,0.0007569290452649396,0.0032169940201949195,0.0011448390684614413,0.001232465539713412,0.00028353205837084773,0.0007489134358029274,0.0031395746409703827,0.0011985576258547457,0.01508626337741017,0.002336052152198806,0.0004196967355551015,7.069088920259e-05,0.008429045427944214,0.00010835907658763319,0.08404977024007995,0.0036718325126140565,0.006893197453994283,0.026315340199289654,0.006230356439667135
Luxembourg,0.005569948909366069,0.0004450542924885123,0.004673157673345463,0.0001812899748343896,0.006345408292807455,0.0064567808437923065,0.001553470570040772,0.03752282979074993,0.005536994923193202,0.00501582174335993,0.017292302093016396,0.01442518557248805,1.2283037888578345e-06,0.021396434661999537,0.1956795129420302,0.009661416213807438,0.06702331294714531,0.03941900375807489,1.26206024637839e-06,0.0348625045408346
Hungary,0.0013011869796672568,0.002652169281177833,2.1642070523692355e-05,0.004283392781354576,0.05419080875018429,0.0012744576672484337,0.02561999272579045,1.5784652813486107e-07,0.010013388413306401,0.005997246930237019,0.0112289258543357,0.26262067242633425,0.04709512574031914,0.005716085177080927,0.15419951927691194,0.0019608758666973124,0.02538615601315235,0.0023845337324254353,0.05630976077142774,4.0455789896589406e-05
Malta,0.009755418789178651,0.0013223675628612603,0.005790622012566429,0.0009521505430402005,0.004699532589296535,0.0023586177264668124,0.00014627359547001015,0.0011602963869976808,0.001639143996200901,0.00015199758176922263,0.05439674670706449,0.011287950320398204,0.0317027878670799,0.004177983919693767,0.0069768821077192305,0.0029309958740873295,0.00012269052394251053,0.002629266604587966,0.008282344427168065,0.02024866791157992
Netherlands,0.00015445896805156507,0.009861393686708705,0.010163679639408793,0.010516073083850138,0.0005885662908439766,0.0002770632029830825,1.9553001319527614e-05,0.07594721183273877,0.027615676325898484,0.0003056525972609093,0.05854529800086824,0.0015710827753836441,0.09124968841729558,0.15665465898035125,0.006050615544997835,0.0019716609028611227,0.08595280136073429,0.012125975102597214,0.020728267063907426,0.0007346628859760826
Austria,0.00032699264061491665,2.0673061709726088e-05,0.00012933438694138263,0.010670724306203474,0.00012490486206278166,0.009429859409562806,0.0465188889689696,0.4057525825797959,0.1278118984255803,0.022471044680347083,0.06048234634208824,9.470292696607734e-05,0.0050278518729015755,0.0010782945774515092,0.0036707672378896473,0.0023870240652004745,4.560727491615413e-06,9.36989728995445e-05,0.0059277222108787345,0.04556461674890218
Poland,0.004406006654332333,0.04301093220332509,0.010241746813126841,0.02137670422309783,0.5991274033589288,0.05418685452504457,0.034437515450768244,6.5803144295814165e-09,0.016761213691216484,0.009958211661015647,0.018193298565088382,0.005028503246648725,0.026444456860325365,0.004425645896338852,0.030989741332888582,8.742321400133969e-05,0.00565812895417987,0.00013974536347482176,0.001539277320566515,0.0005792584860646768
Portugal,0.0033976126311697965,0.0012822907037290507,1.967269202660703e-07,0.0023840122207137875,0.008389376069915454,0.0038884418889836903,0.0012921988856991013,0.007167980311073623,0.01776560201305397,0.09501992333498056,0.011271881899359534,0.0060687083537646225,0.07342765759595879,6.632930801906851e-06,0.012546826642344664,0.0005773629628350996,0.23830812199344809,0.0026327257194481107,0.0006286007088164159,0.002141134733787576
Romania,0.001399777500227375,0.0003885341328225583,6.042407172233652e-06,0.0005472527698738243,0.016018046824065692,0.016775685944872887,0.0072118997688920845,0.012255107058847026,0.005587902391024023,0.07045297876831423,0.03093227851233754,0.0627834110097851,0.0862116674675661,0.008321121316877858,0.0380426277604433,0.009205204763615782,0.001871255852803643,0.03486662564162102,0.05604820254330517,0.00033902628118574063
Slovenia,0.0076979908507232,5.9992837348462274e-05,0.008021176802103656,7.267989081306288e-05,0.003042486793954576,0.0007896547110124589,3.3050368394734366e-05,0.002958567491486657,0.020341221078711454,0.005280438193407898,0.035561239205768945,0.002028838009746546,0.026856102719185104,0.029652213587266156,0.017333777837394038,0.006174745500836044,0.006904398202338734,0.02086178698145792,0.0790613698243699,0.06528778986740241
Slovakia,0.00883981761898075,0.0030476610105444205,0.0025438072853390167,0.0004566764602434178,0.004412356206823515,0.00018668519036087826,4.166767026386812e-08,0.010749722335130716,1.6609627248516243e-05,0.034482244448675765,0.006955223555549179,0.0005023454530924476,0.059049611106701684,0.015670528423546635,0.05849316562673242,0.04301683767367372,0.0209715175502193,0.046354967460069264,0.09456878419639497,0.017667307782317655
Finland,0.002093684515693954,2.2450118065919817e-05,0.001956723048036562,0.009300980333289285,0.0006277037364574415,0.0020709870394954814,0.0029327988112343335,0.02462471758010899,0.04402683703909628,0.03104255560939986,0.018086722354242267,0.0006866069671002288,0.003459543488022076,0.15449772459495917,0.08021096431720093,0.0004517520182448853,0.003747392636474672,0.06363358068093969,0.03189561473075366,0.0007038209406719919
Sweden,0.03908974876704924,0.06310543313875971,0.0008778317162443987,0.6057213785289487,0.0003950065248728383,0.061530858118731484,0.03658241760286895,0.006717293215210053,0.006835232193576821,4.6148908935894886e-05,0.004987517786832859,0.0004230356461575963,0.021016275135456303,0.01763931703458624,0.01673532247314126,0.0025798868758254174,0.0002694496813363315,0.017912618429035455,0.006666969664000414,0.002339214275407934
Iceland,0.005444312579943161,1.991507378711256e-06,0.003862496237499192,1.939832077131763e-05,0.008100999812899932,0.0011839771925251485,0.0016655366491658296,0.015511340657068773,0.01136672691876369,0.017101195286407262,7.484519394110427e-05,0.1289902704285557,0.005360069749969564,0.006265289217109684,0.04430292725941976,0.04077728735711028,0.012861771968300807,0.000964119249540238,0.007061883452016515,0.0001217978653272761
Liechtenstein,0.003921448342482965,0.0006507132576539919,5.283083254717956e-05,0.0025063810853193755,0.0028211541200968433,0.006305764652356971,1.3391323102181602e-06,0.027812126611169614,0.012271332745906893,0.057016753356769874,0.07074897853213864,0.0015210127470776027,0.03912703542632346,0.10839007001748074,0.009520130470135956,0.300953949629548,0.003334565586575995,0.00015474581289527138,0.001028754728636858,0.0005092572643383259
Norway,0.0014445210131475827,0.0006783445880091596,0.00035041001426885254,0.0029991246721941304,0.0003252742283089451,0.0046302303874499705,0.0011336655086173102,0.004949419671282264,0.001449907211975968,0.060332666506881884,0.07637304648857468,0.06297667954922967,0.007181962773552002,0.0050177516733198166,0.0004219650498913696,0.006961392923637864,0.08405699622038489,0.09494055653226073,0.16486088100476276,0.008904457089864122
Switzerland,0.0010352325604415966,0.0013009770309224723,0.0005688207206654228,0.002895462940622362,0.02213103256839897,0.0068591716527238115,0.0015771389338551925,0.0054199940116624315,0.152198186996204,0.016684114501920283,0.06668731008229736,0.0009299923945046319,0.13854794894960476,0.0023973637912771775,0.13856924669805054,0.016573392160630473,0.07308409302208078,0.03770090850307962,0.0558382655937868,0.009108767564412075
England and Wales,3.849983967886237e-35,4.320710647909409e-35,2.4425201284062468e-34,2.522575385488733e-34,5.330974210458627e-34,8.880518108493824e-37,6.797614793440333e-35,2.608643369687591e-33,5.5554311814794437e-36,9.140750198375599e-33,2.3765316723877496e-33,2.589746293292207e-35,5.297233904475426e-34,3.473410365613964e-33,3.118835908045634e-33,1.3915525547138692e-33,9.562435148471862e-33,1.0404022067371868e-33,7.678884834024582e-33,4.643173953629507e-32
Scotland,3.849983967886237e-35,4.320710647909409e-35,2.4425201284062468e-34,2.522575385488733e-34,5.330974210458627e-34,8.880518108493824e-37,6.797614793440333e-35,2.608643369687591e-33,5.5554311814794437e-36,9.140750198375599e-33,2.3765316723877496e-33,2.589746293292207e-35,5.297233904475426e-34,3.473410365613964e-33,3.118835908045634e-33,1.3915525547138692e-33,9.562435148471862e-33,1.0404022067371868e-33,7.678884834024582e-33,4.643173953629507e-32
Northern Ireland (UK),3.849983967886237e-35,4.320710647909409e-35,2.4425201284062468e-34,2.522575385488733e-34,5.330974210458627e-34,8.880518108493824e-37,6.797614793440333e-35,2.608643369687591e-33,5.5554311814794437e-36,9.140750198375599e-33,2.3765316723877496e-33,2.589746293292207e-35,5.297233904475426e-34,3.473410365613964e-33,3.118835908045634e-33,1.3915525547138692e-33,9.562435148471862e-33,1.0404022067371868e-33,7.678884834024582e-33,4.643173953629507e-32
Bosnia and Herzegovina,0.009419107145089747,0.001352631441284233,0.003254172836317593,0.0004423625593962164,1.6438355102181713e-05,4.000440473453574e-05,1.679001932151662e-05,0.009782244531362174,0.0009647995079789554,0.01295872400376486,0.0007310342440120832,8.527746451928567e-05,0.0027632073896252107,0.011486477442672593,0.00016898437837894692,0.025289405157379537,0.022335291109922287,1.2044541020245404e-05,0.00026315381481263156,0.00023260656847711277
Montenegro,0.007631068165404342,0.00012768056884968212,0.0013824479549570028,0.003362300587451807,0.0034393655439045245,0.003098557030986185,0.004690493449632074,0.003746766766896971,0.00012060945511748607,0.11909551204208595,0.04407009152417723,3.4860947670331146e-05,0.00029877394069697974,0.0151193986194773,0.008256845820268298,3.779426590795466e-06,0.007931985429605886,0.0013102718538217433,0.00881268283502856,0.2191498310009917
North Macedonia,3.849983967886237e-35,4.320710647909409e-35,2.4425201284062468e-34,2.522575385488733e-34,5.330974210458627e-34,8.880518108493824e-37,6.797614793440333e-35,2.608643369687591e-33,5.5554311814794437e-36,9.140750198375599e-33,2.3765316723877496e-33,2.589746293292207e-35,5.297233904475426e-34,3.473410365613964e-33,3.118835908045634e-33,1.3915525547138692e-33,9.562435148471862e-33,1.0404022067371868e-33,7.678884834024582e-33,4.643173953629507e-32
Albania,0.008258630903345159,0.0013117375305541363,0.004384050752099525,9.656871203448868e-05,0.0019924230030887377,0.00027478920756553496,0.00015462307646565296,0.005053953063505411,0.0016106683191960517,0.0451976197640535,0.014762230555913301,0.025121278375151473,0.0004204232537818745,0.06736229969810754,0.0001026739710927055,0.07536560570188724,0.08719862265055286,0.0021052147100204636,0.002157540415273414,0.03484083065586681
Serbia,0.005833161714979336,0.002187166017568348,6.231043481823721e-05,0.00018669090949926853,0.001111631375348797,0.0006661762456063858,0.0007919583380886318,0.019341800009453975,0.0005169434415771441,0.0002875824326720423,0.03878564423674976,0.03174854691179115,0.00943591489287756,0.020772602787135778,3.2829699740383394e-05,0.0073211725149018875,0.05747293304188072,0.0054713807434205175,0.01057793662060039,0.009651797531820586
Turkey,0.007013009462476764,0.006727620467277462,0.08831147850928028,0.08719615808517737,0.11546700078809949,0.6105972490597885,0.0037917601350144024,0.019061394892612656,0.0003922298015404658,0.00020841967900080304,0.0005015538153941074,7.258276441172149e-06,0.0007334980809622921,0.000503633905251339,0.0014985676009710422,3.0185610745362043e-05,0.0007009232419764521,0.00044878266325892294,0.00029712249048471895,0.00013461217484652646
Kosovo*,0.005204524898408191,4.682703407412521e-08,0.00017102855198879494,0.0010984937557920076,0.0010023955896540598,0.0015720758054270452,0.0012921945923790432,0.021897132917466356,0.02490395492573072,0.06045399055486769,0.10883899214348698,0.025828878780489256,7.547174052177238e-05,0.016252028768939577,0.0638802740364184,0.050827176272565076,0.007896877331805654,0.1958399150824913,0.08808050596784531,0.21529843514799055
